name,lat,lon
Shrīrangapattana,12.4226,76.6844
Shrīrāmpur,22.7528,88.3422
Shrīgonda,18.6153,74.699
Shorāpur,16.521,76.7574
Shōranūr,10.7618,76.2708
Sholinghur,13.1181,79.4202
Solāpur,17.6715,75.9104
Shivpuri,25.4238,77.6622
Shīshgarh,28.7293,79.3147
Shirpur,21.3482,74.8804
Shirhatti,15.2335,75.58
Shirdi,19.7662,74.4774
Shimoga,13.9316,75.5679
Shillong,25.5689,91.8831
Siliguri,26.71,88.4285
Shikohābād,27.108,78.5866
Shikārpūr,28.2807,78.0141
Shikārpur,14.2698,75.3564
Shiggaon,14.9905,75.225
Shertallai,9.6858,76.34
Sherkot,29.327,78.5743
Sherghāti,24.5595,84.7916
Sheopur,25.6647,76.6962
Sheohar,26.5139,85.2934
Sheoganj,25.1392,73.0678
Shegaon,20.7932,76.6992
Shāntipur,23.2472,88.433
Shamsābād,27.5371,79.438
Shamsābād,27.0172,78.1236
Shāmli,29.4497,77.3096
Shāmgarh,24.1882,75.639
Shājāpur,23.4264,76.2778
Sheikhpura,25.1399,85.841
Shāhpura,27.3912,75.9596
Shāhpura,25.6209,74.9249
Shāhpur,29.3501,77.5516
Shāhpur,25.6029,84.4041
Shāhpur,21.2374,76.2256
Shāhpur,16.696,76.8422
Shāhjānpur,27.8816,79.9092
Shāhi,28.5502,79.3176
Shāhganj,26.0496,82.6842
Shahdol,23.2936,81.3619
Shāhāda,21.5454,74.4711
Shāhābād,30.1678,76.8705
Shāhābād,28.5668,79.0096
Shāhābād,27.6431,79.9402
Shāhābād,17.1307,76.9436
Serchhīp,23.2931,92.8468
Seram,17.1786,77.29
Seoni Mālwa,22.4505,77.4665
Seoni,22.085,79.5504
Seondha,26.1542,78.7812
Seohāra,29.209,78.5884
Sendhwa,21.6856,75.0962
Sehore,23.2,77.0833
Secunderabad,17.5043,78.5426
Sāyla,22.5492,71.4832
Sawāi Mādhopur,26.023,76.3441
Sāvda,21.1505,75.8894
Savanūr,14.9734,75.3372
Sāvantvādi,15.9041,73.8219
Sausar,21.6558,78.7967
Saundatti,15.7662,75.1178
Sathyamangalam,11.5053,77.2383
Sattur,9.3559,77.9246
Sattenapalle,16.3938,80.1522
Satna,24.5773,80.8272
Satara,17.6859,73.9933
Satānā,20.5948,74.203
Sāsvad,18.3435,74.031
Sarwār,26.0627,75.011
Sarkhej,22.983,72.502
Sardulgarh,29.6922,75.2361
Sardhana,29.1455,77.6143
Sardārshahr,28.4406,74.491
Sarauli,28.494,79.0918
Sārangpur,23.5665,76.4731
Saraipali,21.3153,83.0063
Sarāi Mīr,26.027,82.9184
Sarāi Ākil,25.3789,81.5104
Saoner,21.3851,78.9216
Sānkrāil,22.55,88.2252
Sankeshwar,16.2565,74.482
Sangrūr,30.2451,75.8449
Sāngola,17.4395,75.1938
Sangod,24.9271,76.2865
Sāngli,16.8544,74.5642
Sangariā,29.7989,74.4668
Sangāreddi,17.6248,78.0867
Sangamner,19.5678,74.2115
Sandūr,15.0861,76.5469
Sandīla,27.0699,80.515
Sāndi,27.2887,79.9519
Sancoale,15.3779,73.9035
Sānchor,24.7536,71.7728
Sanāwad,22.1739,76.0699
Sanaur,30.3018,76.4579
Sānand,22.9923,72.3818
Samthar,25.8435,78.9068
Samrāla,30.836,76.1932
Samdari,25.813,72.5788
Sāmbhar,26.9081,75.1914
Sambhal,28.585,78.5696
Sambalpur,21.4653,83.9757
Sāmba,32.5624,75.1199
Samāstipur,25.8622,85.7795
Sāmalkot,17.0568,82.1764
Samālkha,29.2355,77.0127
Sālūr,18.5172,83.2055
Sālūmbar,24.1352,74.0444
Salem,11.6538,78.1554
Salāya,22.3104,69.6038
Saktī,22.0266,82.9609
Sakleshpur,12.9412,75.7847
Saint Thomas Mount,13.0033,80.1961
Sainthia,23.9483,87.6804
Selu,19.4551,76.4407
Saiha,22.4918,92.9814
Saidpur,25.5375,83.2238
Sāhibganj,25.2442,87.6348
Sahāwar,27.796,78.8337
Sahaswān,28.0723,78.7508
Sahaspur,29.1212,78.6227
Saharsa,25.875,86.5961
Sahāranpur,29.9679,77.5452
Sagauli,26.7639,84.7434
Saugor,23.8388,78.7387
Sāgar,14.165,75.029
Safīpur,26.7378,80.3435
Safidon,29.406,76.6704
Sādri,25.1856,73.4529
Sadashivpet,17.6192,77.9526
Sadalgi,16.5587,74.5321
Sadābād,27.4382,78.0376
Sabalgarh,26.2492,77.4079
Rusera,25.7536,86.026
Rura,26.49,79.9011
Ropar,30.969,76.527
Rūdarpur,26.4447,83.613
Roorkee,29.8663,77.8912
Ron,15.6994,75.7341
Rohtak,28.8945,76.5892
Roha,18.4369,73.1196
Robertsonpet,12.9563,78.2754
Robertsganj,24.6886,83.0678
Risod,19.9767,76.788
Rishra,22.7239,88.3456
Rishīkesh,30.1078,78.2926
Rīngas,27.3636,75.5684
Richha,28.6947,79.5228
Rewāri,28.199,76.6183
Rewa,24.5326,81.2923
Revelganj,25.7898,84.636
Repalle,16.0184,80.8296
Reoti,25.8509,84.3778
Renukūt,24.2164,83.0358
Renigunta,13.6514,79.5126
Remuna,21.528,86.8716
Rehli,23.6372,79.0627
Rāzām,18.4491,83.6596
Raybag,16.4918,74.7739
Rāyadrug,14.6997,76.8524
Rāyachoti,14.0572,78.7506
Rāya,27.5561,77.7897
Raxaul,26.9798,84.8506
Rāwatsār,29.2672,74.4029
Rāwatbhāta,24.9298,75.5921
Rāver,21.2476,76.0351
Raurkela,22.225,84.8641
Ratnagiri,16.9915,73.3102
Ratlām,23.3303,75.0403
Ratia,29.6903,75.5769
Rāth,25.5947,79.5666
Ratanpur,22.2866,82.1682
Ratangarh,28.0814,74.6185
Rasrā,25.8576,83.8549
Rasipuram,11.4601,78.1864
Rāpar,23.5727,70.6472
Rānīpur,25.2503,79.062
Rānipet,12.9247,79.3333
Rānikhet,29.6408,79.4323
Rānīganj,23.6164,87.1306
Rānībennur,14.6224,75.6295
Rānia,29.5245,74.8369
Rangia,26.4493,91.6136
Rangāpāra,26.8377,92.6688
Ranchi,23.3432,85.3094
Rānāvāv,21.6873,69.7448
Rānāghāt,23.1762,88.5667
Rāmtek,21.3956,79.3273
Rampur Hat,24.1774,87.7827
Rāmpura,30.256,75.2412
Rāmpura,24.467,75.44
Rāmpur,29.8062,77.4525
Rāmpur,28.8101,79.027
Rāmnagar,29.3925,79.1283
Rāmnagar,27.1637,84.3234
Rāmnagar,25.2691,83.0297
Rāmjībanpur,22.8282,87.6089
Rāmgundam,18.8008,79.4521
Rāmgarh,27.251,75.1789
Rāmgarh,23.6303,85.5216
Rāmganj Mandi,24.6465,75.9433
Rameswaram,9.2885,79.3127
Rāmāpuram,13.1009,79.1841
Ramanathapuram,9.3716,78.8308
Closepet,12.7218,77.2815
Rāmachandrapuram,16.8364,82.0287
Rājūra,19.7795,79.3646
Rājula,21.0385,71.4434
Rājsamand,25.0714,73.8798
Rājpura,30.4786,76.5928
Rajpur,22.3039,74.3557
Rajpur,21.9402,75.1361
Rājpīpla,21.8667,73.5
Rāj-Nāndgaon,21.0969,81.0289
Rājmahal,25.053,87.8305
Rājkot,22.2916,70.7932
Rājgurunagar,18.8667,73.9
Rājgīr,25.0283,85.4208
Rājgarh,28.642,75.3861
Rājgarh,27.2373,76.6224
Rājgarh,24.0083,76.7325
Rājgarh,22.6782,74.9448
Rajaori,33.3753,74.3092
Rajapalaiyam,9.453,77.5534
Rāzampeta,14.1954,79.159
Rājaldesar,28.0285,74.4744
Rājākhera,26.898,78.171
Rājahmundry,17.0052,81.7778
Rāisinghnagar,29.5358,73.4492
Raisen,23.3303,77.7811
Rāipur,30.311,78.0898
Raipur,26.0426,74.0237
Raipur,21.2333,81.6333
Rāikot,30.65,75.6
Raigarh,21.8976,83.3966
Rāiganj,25.6128,88.1245
Rāichūr,16.2055,77.3557
Rāhuri,19.3907,74.6498
Rahimatpur,17.5921,74.1997
Rāhatgarh,23.7897,78.3947
Raghunathpur,23.5388,86.6735
Rāghogarh,24.4432,77.1977
Rafiganj,24.8176,84.6344
Raebareli,26.2309,81.2332
Rādhanpur,23.8324,71.6047
Rabkavi,16.4757,75.1106
Kollam,8.8811,76.5847
Kasba,25.8564,87.5384
Qādiān,31.822,75.3766
Puttūr,13.4419,79.5531
Puttūr,12.7598,75.2017
Pushkar,26.4902,74.5521
Pusad,19.9127,77.5784
Purwā,26.4576,80.774
Puruliya,23.3306,86.363
Purnia,25.7789,87.4742
Pūrna,19.1817,77.0257
Puri,19.7982,85.8249
Pūranpur,28.5128,80.1483
Pupri,26.4708,85.7031
Punjai Puliyampatti,11.3516,77.1667
Punganūru,13.3667,78.5719
Pune,18.5196,73.8554
Pūndri,29.761,76.5603
Punāsa,22.2351,76.3934
Punalūr,9.0196,76.9226
Pūnāhāna,27.8637,77.2043
Pulwama,33.874,74.8996
Puliyangudi,9.1749,77.398
Pulivendla,14.4214,78.225
Pulgaon,20.722,78.3206
Pukhrāyān,26.2238,79.8374
Pudukkottai,10.3813,78.8214
Proddatūr,14.7502,78.5481
Pratāpgarh,24.0322,74.7816
Port Blair,11.6661,92.7464
Porsa,26.6744,78.3708
Porbandar,21.6422,69.6093
Poonamalle,13.0489,80.1149
Ponnūru,16.0655,80.552
Ponneri,13.3387,80.1949
Ponnāni,10.767,75.9252
Puducherry,11.9338,79.8298
Ponda,15.4034,74.0152
Polūr,12.5122,79.124
Pollachi,10.6582,77.0085
Polavaram,17.2475,81.6437
Polasara,19.6939,84.814
Pokaran,26.9201,71.9163
Pithorāgarh,29.5835,80.2095
Pithāpuram,17.1168,82.2528
Piro,25.3322,84.4045
Piriyāpatna,12.335,76.1007
Piravam,9.8667,76.5
Pīpri,19.7937,75.5352
Pipraich,26.8274,83.5263
Pipili,20.1136,85.8315
Pīpār,26.3844,73.5439
Pinjaur,30.7987,76.9182
Pindwāra,24.7975,73.055
Pināhat,26.8849,78.3765
Pimpri,18.6229,73.807
Pilkhua,28.7127,77.656
Pīlibhīt,28.6312,79.8044
Pilibangan,29.4496,74.1009
Pilāni,28.3672,75.6035
Pihānī,27.6199,80.2034
Phulpur,25.549,82.0895
Phulera,26.874,75.2417
Phulbāni,20.481,84.2306
Phirangipuram,16.2908,80.2623
Phillaur,31.0189,75.7911
Phek,25.6667,94.5
Phaphūnd,26.5989,79.4644
Phaltan,17.9911,74.4318
Phalodi,27.131,72.3683
Phalauda,29.1882,77.83
Phagwāra,31.2245,75.7739
Petlād,22.4768,72.8
Perundurai,11.2756,77.5879
Perumpāvūr,10.1154,76.4761
Periyanayakkanpalaiyam,11.1526,76.9516
Periyakulam,10.1227,77.5437
Peravurani,10.2904,79.2016
Peranāmpattu,12.9343,78.7189
Perambalur,11.2333,78.8833
Penukonda,14.0829,77.5947
Penugonda,16.6536,81.7455
Pennāgaram,12.1343,77.8952
Pennādam,11.4039,79.2416
Pen,18.7373,73.096
Pehowa,29.979,76.5825
Peddāpuram,17.077,82.1384
Peddapalli,18.6136,79.3744
Pedana,16.2558,81.1438
Payyannūr,12.0935,75.2025
Pawāyan,28.0663,80.103
Pāvugada,14.0995,77.2802
Pauri,30.1529,78.7771
Pawni,20.7923,79.6364
Pātūr,20.4609,76.9373
Pattukkottai,10.4236,79.3195
Patti,31.2809,74.8585
Patnāgarh,20.7083,83.1326
Patna,25.5941,85.1356
Patiāla,30.3362,76.3922
Pāthri,19.2588,76.4341
Patharia,23.8992,79.1939
Pāthardih,23.6658,86.4317
Pāthardi,19.1728,75.1742
Pathānkot,32.2748,75.6529
Pathanāmthitta,9.2667,76.7833
Pathalgaon,22.5566,83.4636
Pataudi,28.3255,76.7786
Patancheru,17.5333,78.2645
Pātan,23.8507,72.1296
Patāmundai,20.5781,86.5606
Pāsighāt,28.0663,95.3268
Pasān,22.8441,82.1982
Parvatsar,26.886,74.766
Pārvatipuram,18.7839,83.4257
Partūr,19.5992,76.2154
Parola,20.881,75.1194
Parli Vaijnāth,18.8506,76.5316
Parlākimidi,18.7811,84.0884
Pariyāpuram,11.0167,75.8667
Parīchhatgarh,28.9784,77.9342
Pārdi,20.5087,72.9457
Parbhani,19.2686,76.7708
Paravūr Tekkumbhāgam,8.7947,76.668
Parāsia,22.1913,78.759
Paramagudi,9.5463,78.5907
Parādīp Garh,20.3164,86.6085
Pāppinisshēri,11.9566,75.3403
Papanasam,10.9269,79.2706
Pāonta Sāhib,30.4367,77.6246
Panvel,18.9888,73.1101
Panruti,11.7766,79.5527
Panna,24.7209,80.1877
Ponmana,9.008,76.5202
Pānīpat,29.3875,76.9682
Pānihāti,22.6909,88.374
Pandua,23.0749,88.2864
Pāndhurnā,21.5956,78.5263
Pandharpur,17.6792,75.331
French Rocks,12.5009,76.6742
Panaji,15.4957,73.8262
Panāgar,23.2854,79.9951
Palwal,28.1447,77.3255
Pāloncha,17.6018,80.7051
Palani,10.4503,77.5209
Palmaner,13.2,78.7472
Pallippatti,11.9399,78.4016
Pallikondai,12.9052,78.9427
Pallāvaram,12.968,80.1502
Pallappatti,10.7206,77.8795
Palladam,10.9918,77.2863
Pālkonda,18.6037,83.7557
Pālitāna,21.5252,71.8231
Paliā Kalān,28.432,80.5814
Pāli,25.7728,73.3234
Pāli,23.3645,81.0437
Palakkad,10.7732,76.6537
Pālghar,19.6969,72.7654
Palera,25.0201,79.2282
Palāsa,18.7726,84.4101
Pālanpur,24.1713,72.4383
Pālakollu,16.5167,81.73
Pālakkodu,12.307,78.0702
Pakur,24.6392,87.8424
Pākāla,13.449,79.1149
Paithan,19.4751,75.3856
Pahāsu,28.1722,78.0638
Padrauna,26.904,83.9809
Padra,22.2398,73.0845
Padmanābhapuram,8.2446,77.3258
Padampur,29.7088,73.6254
Padampur,20.9993,83.0632
Padam,33.4666,76.8849
Pachperwa,27.5123,82.643
Pāchora,20.6673,75.353
Ottappālam,10.7735,76.3776
Dharashiv,18.1816,76.0389
Orai,25.9902,79.4533
Ongole,15.5036,80.0445
Okha,22.4676,69.07
Ozar,20.0947,73.9282
Obra,24.4186,82.988
Nūzvīd,16.7885,80.8459
Nūrpur,29.1496,78.4084
Nowrangapur,19.2311,82.5483
North Lakhimpur,27.2352,94.1036
North Guwāhāti,26.1975,91.7202
Nongstoin,25.517,91.2648
Nokha,27.5616,73.4714
Nohar,29.1829,74.7706
Noāmundi,22.1609,85.5042
Nizāmābād,18.6715,78.0988
Nirmāli,26.314,86.5854
Nirmal,19.0968,78.3441
Nipāni,16.399,74.3828
Neem ka Thana,27.7398,75.7865
Nīmbāhera,24.6217,74.68
Nimāparha,20.0576,86.0044
Nīmāj,26.15,74.0009
Nīlokheri,29.8367,76.9319
Nīlēshwar,12.2595,75.1352
Nilanga,18.1168,76.7528
Nilakottai,10.165,77.8502
Nīlgiri,21.4624,86.7679
Nihtaur,29.3242,78.3872
Nidadavole,16.9057,81.6722
Nichlaul,27.3125,83.7253
Neyyāttinkara,8.3985,77.0859
Neyveli,11.6088,79.4994
New Delhi,28.6358,77.2244
Neral,19.0248,73.3169
Nepānagar,21.4538,76.3934
Nellore,14.4499,79.987
Nellikkuppam,11.7755,79.6702
Nelamangala,13.0998,77.3936
Nedumangād,8.6027,77.0014
Nāyudupet,13.9074,79.8946
Nayāgarh,20.1288,85.0963
Nawanshahr,31.1245,76.1161
Nawalgarh,27.8516,75.2738
Niwai,26.3607,75.9184
Nawāda,24.8867,85.5436
Nawābganj,28.541,79.6346
Nawābganj,26.9313,81.1984
Nawābganj,26.864,82.141
Nāwa,27.0195,75.0023
Navsari,20.9424,72.9247
Navalgund,15.5588,75.353
Navadwīp,23.4067,88.3686
Nautanwa,27.4275,83.4179
Naugachhia,25.3881,87.0991
Nattam,10.2278,78.2297
Nāthdwāra,24.938,73.8239
Nasrullāhganj,22.6837,77.2707
Nāsriganj,25.0514,84.3284
Nāspur,18.8458,79.4617
Nasīrābād,26.3047,74.7336
Nashik,19.9973,73.791
Narwar,25.6439,77.9129
Narwāna,29.599,76.1193
Narsīpatnam,17.6671,82.6124
Narsinghgarh,23.7076,77.0932
Narsimhapur,22.9494,79.1836
Nārnaund,29.2205,76.1428
Nārnaul,28.0444,76.1083
Nargund,15.723,75.3867
Narela,28.8527,77.0929
Naregal,15.5732,75.808
Nārāyanpet,16.748,77.4954
Narāyangarh,30.478,77.128
Nāravārikuppam,13.1913,80.1847
Naraura,28.2015,78.3872
Narauli,28.4855,78.7148
Narasaraopet,16.2349,80.0493
Narasapur,16.4342,81.6984
Narasannapeta,18.4143,84.0446
Naraini,25.1903,80.475
Naraina,26.7907,75.2061
Napāsar,27.9606,73.5591
Nānpāra,27.8646,81.5004
Nanjangūd,12.1176,76.684
Nāngloi Jāt,28.6796,77.068
Nangal,31.3897,76.3757
Nandyāl,15.478,78.4836
Nandurbar,21.3667,74.2405
Nāndūra Buzurg,20.8342,76.4592
Nandikotkūr,15.8567,78.2657
Nandigāma,16.7717,80.286
Nāndgaon,20.3068,74.655
Nanded,19.1602,77.315
Nanauta,29.7122,77.4173
Nāmrup,27.194,95.3193
Nambiyūr,11.3581,77.3212
Nāmakkal,11.2213,78.1652
Nāmagiripettai,11.4551,78.2682
Nalhāti,24.297,87.829
Nalgonda,17.0544,79.2671
Naldurg,17.8167,76.2818
Nakūr,29.9196,77.3044
Naksalbāri,26.6827,88.22
Nakodar,31.1259,75.4751
Najībābād,29.6119,78.3427
Najafgarh,28.6092,76.9798
Nainwa,25.7715,75.8498
Nainpur,22.43,80.1056
Naini Tāl,29.3974,79.4469
Naihāti,22.894,88.4152
Nahorkatiya,27.2891,95.3418
Nāhan,30.5603,77.2943
Nagpur,21.1463,79.0849
Nāgod,24.5692,80.5881
Nagīna,29.4443,78.4365
Nāgercoil,8.179,77.4323
Nagda,23.4583,75.4176
Nāgaur,27.202,73.7339
Nāgar Karnūl,16.4821,78.3247
Nagari,13.3214,79.5856
Nagar,27.424,77.0992
Negapatam,10.7638,79.8431
Nāgamangala,12.8194,76.7546
Naduvannūr,11.4877,75.7751
Nadiād,22.6938,72.8616
Nādbai,27.2229,77.1957
Nādāpuram,11.6846,75.6549
Nabīnagar,24.6068,84.1262
Nābha,30.3758,76.1529
Mysore,12.2979,76.6392
Muzaffarpur,26.1226,85.3906
Muzaffarnagar,29.4709,77.7033
Mūvattupula,9.9849,76.5773
Muttupet,10.395,79.4935
Mussoorie,30.455,78.0707
Musiri,10.953,78.4443
Mushābani,22.5114,86.4571
Murwāra,23.8378,80.394
Murtajāpur,20.733,77.3669
Murshidābād,24.1839,88.2717
Murlīganj,25.8969,86.9958
Morinda,30.7901,76.4988
Murbād,19.254,73.3899
Murādnagar,28.7807,77.4986
Munnar,10.0882,77.0624
Monghyr,25.3746,86.4745
Mungeli,22.0657,81.6854
Mungaoli,24.4084,78.0959
Mūndwa,27.0631,73.823
Mundra,22.8392,69.7219
Mundgod,14.9714,75.0366
Mundargi,15.2068,75.8839
Multai,21.7746,78.2576
Mūlki,13.091,74.7935
Mulgund,15.2807,75.5213
Mulbāgal,13.1635,78.3935
Muluppilagadu,11.7979,75.4511
Mūl,20.0699,79.6783
Muktsar,30.4743,74.5166
Mukher,18.7064,77.3679
Mukeriān,31.9539,75.6172
Muhammadābād,27.309,79.4325
Muhammadābād,26.034,83.3811
Muhammadābād,25.6191,83.7558
Mughal Sarāi,25.2831,83.1197
Mudkhed,19.1566,77.503
Mudhol,16.3335,75.283
Mudgal,16.0119,76.442
Muddebihāl,16.3378,76.1317
Mūdbidri,13.0665,74.9952
Mubarakpur,26.0887,83.2909
Mothīhāri,26.6486,84.9166
Morwa,22.9047,73.8391
Morsi,21.3403,78.0126
Morena,26.4989,77.9953
Morbi,22.8173,70.8377
Morār,26.2264,78.2248
Moram,17.7881,76.4708
Morādābād,28.8389,78.7768
Mon,26.7358,95.0584
Mokokchūng,26.3248,94.5183
Mokameh,25.3966,85.9219
Moirāng,24.4975,93.7779
Moga,30.8138,75.1688
Modāsa,23.4625,73.2986
Misrikh,27.4314,80.5316
Mirzāpur,25.1449,82.5653
Miriālgūda,16.8722,79.5625
Mīrganj,28.5401,79.2082
Mīrānpur Katra,28.0296,79.6678
Mīrānpur,29.2903,77.9494
Mīnjūr,13.2795,80.2582
Milak,28.6103,79.17
Mihona,26.2837,78.9805
Mhāsvād,17.6336,74.7877
Mettur,11.788,77.8008
Mettupalayam,11.2997,76.9348
Merta,26.6486,74.0341
Mendarda,21.3211,70.4408
Memāri,23.1765,88.0975
Melur,10.0324,78.3393
Mehndāwal,26.9758,83.11
Mehkar,20.1505,76.5684
Meerut,28.98,77.7064
Medinīpur,22.4211,87.3226
Medak,18.0453,78.2608
Mayiladuthurai,11.1035,79.655
Mayāng Imphāl,24.61,93.8887
Mawāna,29.1029,77.922
Mavoor,11.2667,75.9167
Māvelikara,9.2593,76.5564
Maur,30.0833,75.25
Mauganj,24.6672,81.8734
Maudaha,25.6831,80.1142
Mau Aimma,25.6952,81.9234
Mau,26.2658,78.6711
Mau,25.9417,83.5611
Mattanur,11.9302,75.5715
Mathura,27.5035,77.6722
Mātābhānga,26.342,89.2155
Masaurhi Buzurg,25.3542,85.032
Mormugao,15.3891,73.8149
Mārkāpur,15.7353,79.2685
Mariāni,26.6572,94.3153
Mariāhu,25.604,82.6038
Marhaura,25.9735,84.868
Margherita,27.2848,95.668
Marakkanam,12.1921,79.9419
Marayur,10.2764,77.162
Mārahra,27.7368,78.5689
Māpuca,15.5915,73.809
Mānwat,19.3013,76.4974
Mānvi,15.9913,77.0503
Manthani,18.6509,79.665
Mānsa,29.9884,75.4017
Mānsa,23.4256,72.6574
Manoharpur,27.2977,75.9495
Mannargudi,10.6663,79.4506
Mannārakkāt,10.9922,76.4642
Manmād,20.2533,74.4376
Mankāchar,25.5335,89.8637
Majalgaon,19.1551,76.2099
Manjhanpur,25.5305,81.3757
Manjeri,11.1202,76.12
Manipal,13.35,74.7833
Manihāri,25.3389,87.62
Maniar,25.9855,84.1723
Mangrūl Pīr,20.3138,77.3418
Māngrol,25.3306,76.5097
Māngrol,21.1227,70.1148
Manglaur,29.7909,77.8784
Mangalore,12.9172,74.856
Mangaldai,26.4421,92.0305
Mangalagiri,16.4308,80.5682
Maner,25.646,84.8729
Mandya,12.5223,76.8975
Māndvi,22.8328,69.3524
Māndvi,21.2553,73.3041
Mandsaur,24.0718,75.0699
Mandlā,22.5988,80.3712
Mandi,31.7119,76.9327
Mandāwar,29.4866,78.1273
Mandapeta,16.8625,81.9292
Mandapam,9.2757,79.1236
Māndalgarh,25.1941,75.0721
Māndal,25.4413,74.5698
Mancherāl,18.8707,79.4286
Manāwar,22.2357,75.0892
Mānāvadar,21.4981,70.1378
Manāsa,24.4776,75.141
Manapparai,10.6077,78.4258
Manamadurai,9.6732,78.471
Manali,13.1667,80.2667
Mālvan,16.0598,73.4629
Mālūr,13.0032,77.938
Mālpura,26.2838,75.3646
Malpe,13.3496,74.7039
Mallasamudram,11.4933,78.0312
Malkāpur,20.8855,76.1993
Malakanagiri,18.3643,81.888
Malīhābād,26.9222,80.7108
Māler Kotla,30.5309,75.8795
Mālegaon,20.5497,74.5346
Malavalli,12.3856,77.0604
Malaut,30.2112,74.4818
Malappuram,11.042,76.0815
Mākum,27.4865,95.4365
Maksi,23.26,76.1457
Makrāna,27.0436,74.7244
Mairwa,26.2322,84.1635
Mainpuri,27.2286,79.0288
Maināguri,26.5626,88.8204
Maihar,24.2659,80.7606
Mahwah,27.0459,76.9315
Mahudha,22.8208,72.9403
Maholi,27.6637,80.4737
Mahobā,25.2905,79.8753
Mahmudābād,27.2919,81.1178
Mahīshādal,22.1862,87.9807
Mahgawān,26.4947,78.6159
Maheshwar,22.1759,75.5871
Mahendragarh,28.2694,76.1525
Mahemdāvād,22.8236,72.7555
Mahē,11.7017,75.5347
Mahbūbnagar,16.7438,77.986
Mahbūbābād,17.5973,80.0021
Mahāsamund,21.1074,82.0948
Mahārāganj,27.1446,83.5621
Mahārājgani,26.1102,84.5036
Maham,28.9691,76.295
Mahālingpur,16.3888,75.1087
Mahād,18.0833,73.4167
Maghar,26.7559,83.1277
Māgadi,12.9571,77.2237
Madurāntakam,12.5117,79.8848
Madurai,9.919,78.1195
Madukkūr,10.481,79.3994
Madukkarai,10.9057,76.9634
Chennai,13.0878,80.2785
Madikeri,12.426,75.7382
Madhyamgram,22.6894,88.4459
Madhupur,24.2742,86.6393
Madhugiri,13.6604,77.2124
Madhubani,26.3537,86.0717
Madhipura,25.9213,86.7927
Madgaon,15.275,73.9579
Maddūr,12.5828,77.0429
Madanapalle,13.5503,78.5029
Machilīpatnam,16.1875,81.1389
Machhlīshahr,25.6856,82.4111
Māchhīwāra,30.9156,76.2002
Mācherla,16.4764,79.4353
Lunglei,22.8925,92.7422
Lūnāvāda,23.1284,73.6104
Ludhiāna,30.912,75.8538
Lucknow,26.8393,80.9231
Luckeesarai,25.1765,86.0947
Losal,27.4,74.9167
Loni,28.7514,77.2902
Lonavla,18.7528,73.4058
Lonar,19.9853,76.5205
Lohārdagā,23.4331,84.6799
Lingsugūr,16.1588,76.5217
Limbdi,22.5651,71.8108
Leteri,24.0598,77.4086
Leh,34.165,77.584
Lāwar Khās,29.1109,77.7777
Laungowāl,30.1939,75.6809
Latur,18.3972,76.5678
Lāthi,21.7231,71.3884
Lātehār,23.7442,84.4998
Lar,26.2039,83.9691
Lālsot,26.5595,76.3292
Lālpur,22.1907,69.9635
Lalitpur,24.6901,78.4192
Lalgudi,10.8742,78.8194
Lālgola,24.4224,88.2524
Lālganj,25.9318,81.7048
Lālganj,25.8689,85.1739
Lakshmeshwar,15.1269,75.4694
Laksar,29.7587,78.0415
Lakhyabad,23.6667,86.6667
Lakhnādon,22.6005,79.6009
Lakhīmpur,27.9482,80.7793
Lākheri,25.6724,76.1769
Lāharpur,27.7083,80.9026
Lahār,26.194,78.9414
Lādwa,29.9935,77.0456
Lādnūn,27.6531,74.3999
Lachhmangarh Sīkar,27.8229,75.0275
Kuzhithurai,8.3179,77.1919
Koothanallur,10.7199,79.5157
Kuttampuzha,10.1503,76.7354
Kutiyāna,21.6241,69.9849
Kutiatodu,9.8,76.3333
Kushtagi,15.7562,76.1911
Kurnool,15.8289,78.036
Kurinjippādi,11.5503,79.5907
Kurduvādi,18.0934,75.4157
Kurandvād,16.6832,74.5889
Kuppam,12.7493,78.3419
Kunnamkulam,10.6467,76.067
Kunnamangalam,11.3046,75.8777
Kunigal,13.0232,77.0252
Kundla,21.3422,71.3063
Kundgol,15.2561,75.2474
Kundarkhi,28.683,78.7856
Kunda,25.717,81.514
Kumta,14.4285,74.4189
Kūmher,27.3166,77.3708
Kumhāri,21.2667,81.5167
Kumbhrāj,24.3734,77.0484
Kumbakonam,10.9621,79.3912
Kulu,31.9584,77.1082
Kulti,23.7317,86.8437
Kulpahār,25.3201,79.6393
Kulittalai,10.9349,78.4125
Kulgam,33.6446,75.0192
Kukshi,22.2068,74.7579
Kūkatpalli,17.4849,78.4138
Kuju,23.7254,85.5102
Kūdligi,14.905,76.3853
Kudachi,16.6278,74.8541
Kuchera,26.9875,73.9711
Kuchāman,27.1474,74.8566
Kuchaiburi,22.2667,86.1738
Krishnarājpet,12.6662,76.4877
Krishnanagar,23.4058,88.4907
Krishnagiri,12.5192,78.2138
Kozhikode,11.248,75.7804
Koynanagar,17.4,73.7667
Kovvūr,17.0162,81.7293
Kovūr,14.5005,79.9852
Kovilpatti,9.1717,77.8699
Kottūru,14.8244,76.22
Kottayam,9.5869,76.5213
Kottagūdem,17.5511,80.6178
Kotputli,27.7021,76.1991
Kotma,23.2038,81.979
Kotdwāra,29.7461,78.5222
Kotapārh,19.1426,82.3254
Kotamangalam,10.0643,76.6284
Kotagiri,11.4207,76.8604
Kota,25.1825,75.8391
Kotā,22.2951,82.0237
